,ratings,comments
10,9,마지막에 전 함대가 일본 배들한테 박치기해서 박살내는건 진심 대박이더라. 그전엔 재미없게 봤던거 같은데 이렇게 재밌는 영화였다니..
11,10,감동♡
12,10,벌써 세번째 봤는데  볼때마다 감동입니다 최민식님의 내면 연기가 돋보이는  출연한 모든 배우들의 연기또한  빛났습니다^^
13,10,역사를 알자
14,10,내일은 한.일전이다!
15,10,이순신 장군님이 하신 일들이  대단하다고 느꼈습니다^^
16,10,언제봐도 재미있는영화
17,10,국뽕이어도 좋다  유치해도 좋다    근데 2탄 3탄은 언제 만드냐~
18,10,성웅
19,10,나는영화진짜잘만들었다고생각했는데 ..정말 다들 생각이다르구나
20,10,최고
21,10,역사의 의미와 영화의 재미 요소까지 두루 갖춘 좋은 작품. 고맙습니다. 
22,10,이순신이 보고 싶다.
23,10,"대한민국 국민이라면 봐야되는 영화입니다, 꼭 보세요.재밌습니다"
24,10,
25,10,별로임 이란 놈 나와 재미없다고 한 놈 나와 재밌다고 한 사람들 나와(상 주께^-^)
26,10,저런 지도자가 우리나라에 또 나오게 될 거다. 그 때도 예전처럼 못알아보고 욕하는 사람들이 있을 거고. 난 알아보고 잘 따라야쥐~^^
27,9,오랜만에 광화문으로 산책할까...
28,10,.
29,10,
30,10,
31,10,재밌게 봤다
32,9,미래로 오셔서 당신을 보소서
33,10,나는좋았다
34,7,"말들이 많지만 한시간 이상가는 해전씬은 전에도,앞으로도 불가능~"
35,10,이순신브라보
36,6,"불멸의 이순신 징비록 임진왜란1592 그리고 명량 다 보았는데 그 중에 최고는 불멸의 이순신이요, 불멸의 명작이다. 그의 전투 장면보다 작전회의 및 군영 생활이 너무나 감동작이며 볼만하기 때문이다. 징비록과 임란1592 작품에서 이순신을 너무 허술하게 그렸기에 통탄한다. 이 명량이란 영화는 한 시점을 그리는 하나의 시도였으나 재미가 없음. 차라리 불멸의 이순신을 다시보기 하길.."
37,10,역사지식 감동 모두를 제공한 영화~
38,10,"승리하고 돌인오는 길에  손에 피가 나도록 노를 젓던  군인,백성들이 한 대사가 계속 기억에 남아요. 후손들이, 우리가 이렇게 개고생 한걸 알랑가..."
39,7,그냥 미친척 하고 다 때려부수는 영화도 나왔음...이순신 장군의 인간적인 면을 부각시키는 것도 좋지만 일본놈들 다 수장시키는 해전 명장면도 좀 부각해줬음....속이 시원하게..한산도?인가 후속 나온다했는데 거기서는 얼마나 뛰어난 해군이었나도 좀 보여줬음
40,10,이순신장군
41,9,"어떻게 이겼는지 몰랐었는데, 회오리 물살을 이용한거였군요. 워낙 명배우들도 많이 나왔고, 연출 특히 음향효과가 진짜 극에 달했던거 같음. 하지만 마지막 전투씬을 위한 영화 초중반은 좀 지루하기도 했었어요. 그리고 마지막에 거북선이 모습을 드러내긴 했지만, 전 명량대첩때 거북선을 이미 다 잃었었는지 몰라서 좀 거북선이 안나와서 조금 실망했어요."
42,3,진짜 너무 재미없더라
43,1,"3부작으로 한산, 노량 만든다고 하네요.. 좋은 재료(1등급 한우) 가지고 , 단짠 싸구려 요리(명량, 봉오동전투)만들거면 그냥 육회(다큐로) 내놓아도 욕은 안먹을듯요..  제발 발로쓴 시나리오, 허접 연출 단짠(국뽕)으로 더이상 망치지 마시길 제발 부탁입니다"
44,10,멋있습니다 시작부터 끝까지 다 멋있습니다
45,9,명량2  언제 나오나요? 벌써 7년이 지났는데... 노량해전은 다루셔야...
46,8,이순신장군 소재는 안망하지
47,9,
48,8,과거 난중일기에서는 김진규님이 이순신역으로 나왔었는데  갑옷이 바람에 날리고 이순신역은 역시 국민배우들이 맡아야지
49,10,
50,10,
51,10,
52,10,
53,10,
54,10,.
55,9,
56,4,이순신장군은 불멸의이순신이 최고여서인지 명성에 비해 영화는 별루였어요..
57,0,"이순신을 팔아서 장사 해 쳐먹은 못돼먹은 영화,  이순신에게 전술은 사라지고 백병전만 남았다."
58,0,명 해전을 감정 과입만 있고 설득력은 없는 졸전으로 만든 감독의 감각.
59,1,마케팅이 만들어낸 수치스런 1등
60,4,"뭐, 해전만 보여주려고 한거면 7점이상이지만 스토리가 재미없음.ㅜㅜ 따라갈 인물이 없네."
61,5,아 진짜 생각보다 재미 없다 
62,1,역사적사실 : 만점 영화적완성도 : 1점 총평 : 손발이 오글거려 보기 힘들다
63,9,"두 번, 세 번 봐도 알고 보아도 뭉클하네요"
64,10,ㅠㅠㅠㅠ 넘 슬퍼여 진자 오열함
65,10,👍👍👍
66,9,전투신 사운드가 리얼하네여. 국뽕요소 줄이고 이순신 장군의 인간적인 고뇌를 좀더 그렷으면 더 좋앗을텐데 아쉬운감이 잇네여
67,10,역사를 잘표현함
68,10,.
69,10,명량 관전평에  재미없다고  악플달아놓은것들은 이순신호남의역사와 정반대인 경상도인간들이지 ?
70,10,
71,5,"물어보면 대답 좀 빨리할 수 없나,  이장군?  진중권의견에 동의 "
72,10,🖤
73,10,나는 역시 이순신이 최고야 우리나라 지켜주신 히어로 같다.
74,6,훌륭한 영웅은 난세에 나온다. 전쟁은 마치 바람의 흔들리는 촛불과 같다. 사나이 뜻을 세워 집을 나서면 공을 이루지 않고서는 절대 살아서 돌아오지 않는다고 했다. 싸우다 죽으리라. 장수된 자의 운명이다. 내 칼의 조선의 운명이 걸려 있다. 죽기를 각오한 자의 용기는 아무것도 두려울 것이 없다. 뜻이 모이면 하나가 된다.
75,6,재미있다
76,10,최고
77,8,"외부의 적보다 더욱 위험한 것들이 바로 '멍청하고 욕심만 많은 군주'와 '적국에 자국을 팔아쳐먹는 위정자들'과 '그 밑에서 나라 좀먹는 내부의 첩자들'임. 이런 것은 영화의 시각이 아닌 애국과 자긍심의 견지에서 봐야한다.  [ 그러나, 국내 제작사들은 반성 좀 하자.  세계 어느나라를 봐도, 자신들이 자부할 만한 역사적 사건이나 전쟁사는 심혈을 기울여서 좋게 만들어낸다 ] 지금까지 우리나라의 그것들 그려낸 영화작품들을 돌아봐라. 늬들 스스로가 자신들에게 자랑스럽디 ?? 얼굴이 화끈거리지 않던 ? !"
78,7,
79,7,
80,7,괜찮네요!
81,8,
82,7,
83,9,good movie
84,7,
85,9,
86,9,
87,8,안된다고 말하게
88,8,이래뵈도 왜놈들 싸그리 잡는 영환데
89,0,
90,8,개인적으로 조선시대 최고의 장군으로 여기는 인물이며 그를 연기한 배우역시 좋아하는 배우 영상역시 최선을 다한 모습도 보였습니다. 
91,8,
92,6,
93,6,
94,7,
95,10,네
96,6,
97,9,
98,8,.
99,10,
100,8,12척의 배가 하나씩 앞으로 나아갈 때 내가 전율이 다 돋음
101,6,
102,6,
103,8,
104,6,
105,5,그냥.... 딱 수준 떨어지는 신파극!!!!
106,6,
107,10,
108,6,아니
109,10,감동!심장이 요동치고 환호하고 최민식 연기 진짜 잘해요. 이순신장군님이 부활하신거 같아요~
110,10,감동
111,10,최고!
112,8,
113,5,
114,10,
115,10,대단한민족으로태어나살고있다.
116,10,
117,6,
118,3,
119,8,
120,0,
121,5,내가 진짜 이순신 장군님때문에 5점은 준다
122,10,전문가평점을 믿을수가없다
123,6,
124,9,
125,0,"민족주의, 국가주의에 이순신장군을 이용한듯한...ㅠㅠ 허술한 스토리의 이런 영화에 충무공을 이용하지 말았으면 합니다."
126,10,명작중에띵작 
127,10,눈물나요
128,6,이정현은 소리지르는 연기하나로 소름을 돋게하네요 근데 고경표는 왜나온거쥬  대한민국에 이런 영화 하나쯤은 있어도 문제 될건 없다고 생각함
129,10,
130,9,
131,0,드라마가 더 재밌다.
132,7,2시간을 꽉 채운 전투신들에만 박수를
133,7,
134,10,내가 본지가 언젠데 아직도 안썼었구나~!!! 넘 속상하고 안타까운 그시대의 왕이 우리장군을 시샘하고 못살게 굴고 부하들은 뒤로 숨고.... 영화는 진~짜 잘만들고 명작임~!!! 다시봐야지~~^^
135,8,
136,8,
137,9,
138,7,
139,4,
140,9,
141,0,
142,0,
143,7,
144,9,좋아요
145,8,"영화를 너무 지나치게 어렵게 접근한게 아닌가 하는 생각이 듭니다. 심리적인 표현을 지나치게 많이 하려했고, 극을 위한 캐릭터나 요소들을 너무 억지스레 설정한 부분들이 조금 보이네요. 대표적으로 저격수는 정말..;; 등장하지 말았어야하는 캐릭터였습니다. 그래도 이순신장군을 소재로한 영화이고 최민식이 연기력으로 하드캐리했으니 평점은 높게줍니다."
146,10,엄청 재미있다.
147,2,이게 대체 왜... 소재가 영화를 살린듯
148,0,
149,1,이런 폭력적 이고 개 씹 똥 같은 영화.돈이 아깝다.
150,9,
151,6,
152,8,박스오피스 1위까진 아닌데...그래도 재미있게 볼수있었던 영화
153,5,불멸의 이순신을 본 사람은 별 재미 없을 듯!
154,10,"개인적으로 활의 우수성과 활은 정신으로 쏘는 것이라는 느낌을 잘 살려준 영화라 생각한다. 한국의 자존심과 정채성은 김한민 감독이다. 그 얼마나 힘든작업이었을지....  조총을 능가하는 활, 역사적 사실을 정말 스릴있게 표현해준 것에 대해 너무 감사하다. 불안한 대한민국..... 하지만 다행스러운 것은 대단한 나라임이 확실하다.. 인간이 할수 있는 전무후무한 역사가 수없이 많으니.. 지금의 대한민국은 무예정신으로 정체성을 되찾아야 한다. 우리는 무예의 민족으로 초강국의 의지를 가져야 할 것이다. "
155,10,
156,10,
157,8,
158,3,외국인의 시선으로 봤을때 대포 모아 쏘는 장면이 이해가 될까? 실재있었고 대승해던 명랑 해전이 코미디가 되는 순간 ... 안타깝다
159,6,
160,10,다시 봐도 걸작.
161,2,기대가 너무 컷었던걸까
162,10,짱
163,10,
164,10,우리나라짱
165,9,
166,7,
167,10,세월호 사건이후ᆢ영화개봉됨ㆍ 이순신 장군의 기개도 멋지고 감동스러웠지만ᆢ 서로 많은 피를 흘리게되서 안타까움
168,2,저는 별로입니다 
169,9,
170,9,
171,10,간만에 최고의 영화를 봤다
172,6,
173,1,이순신영화라 그렇지 영화자체는 역대순위 1위라하긴 많이 부족함..
174,8,.
175,5,
176,10,"이렇게 어렵게 지킨 우리나라에서 살고 있다.. 방일하지 말고, 열심히 살아야겠다.."
177,7,
178,9,
179,2,1500만  좀 오버네 국뽕 아니면 500만도 어려울뻔..
180,2,
181,6,
182,6,
183,9,
184,9,
185,8,
186,9,
187,6,
188,8,
189,10,
190,4,
191,1,이런 걸 영화라고 으휴 진짜
192,10,이순신 장군님! 감사합니다!
193,10,5번을 봐도 안질림 내 인생 영화임
194,0,거지같은 영화를 본 17백만 멍청이들
195,7,
196,6,
197,5,
198,8,
199,10,ㅇㅇ
200,10,
201,10,
202,10,
203,7,
204,9,
205,6,집에서 봐서 다행이다..
206,6,
207,10,
208,0,.
209,0,
210,7,
211,8,
212,10,
213,8,
214,9,
215,10,이순신장군님이멋있었어요```````````
216,9,
217,6,전투장면에 힘을 너무 쓴 듯 
218,10,
219,7,
220,9,
221,3,
222,5,비록 스토리 부실한 국뽕영화지만 수전씬은 최고였다.
223,7,
224,2,
225,9,
226,8,
227,5,
228,7,
229,4,
230,9,
231,9,
232,8,
233,10,
234,8,
235,6,
236,8,
237,10,
238,7,
239,3,
240,9,
241,0,
242,10,
243,8,
244,10,
245,9,
246,8,
247,7,
248,7,
249,9,
250,9,
251,9,
252,8,
253,9,
254,7,
255,8,
256,9,
257,9,
258,10,
259,10,
260,8,
261,8,
262,10,
263,8,
264,8,
265,7,
266,9,
267,10,
268,10,
269,10,
270,9,
271,10,
272,10,
273,8,
274,7,
275,9,
276,9,
277,10,
278,9,
279,8,
280,8,
281,9,
282,5,
283,10,
284,10,
285,8,
286,10,
287,8,
288,8,
289,9,
290,10,
291,8,
292,10,
293,9,
294,9,
295,9,
296,9,
297,9,
298,9,
299,9,
300,8,
301,9,
302,7,
303,8,
304,9,
305,9,
306,9,
307,7,
308,7,
309,7,
310,7,
311,9,
312,8,
313,8,
314,9,
315,7,
316,8,
317,8,
318,8,
319,9,
320,9,
321,10,
322,9,
323,10,
324,8,
325,8,
326,9,
327,9,
328,9,
329,9,
330,10,
331,8,
332,9,
333,7,
334,7,
335,6,
336,7,
337,8,
338,9,
339,5,
340,10,
341,6,
342,8,
343,3,
344,6,
345,9,
346,8,
347,8,
348,5,
349,9,
350,9,
351,7,
352,10,
353,8,
354,7,
355,7,
356,10,
357,10,
358,9,
359,8,
360,7,
361,10,
362,9,
363,9,
364,8,
365,9,
366,7,
367,9,
368,9,
369,8,
370,8,
371,10,
372,9,
373,10,
374,10,
375,9,
376,7,
377,5,
378,10,
379,5,
380,8,
381,6,
382,9,
383,9,
384,8,
385,10,
386,10,
387,10,
388,7,
389,10,
390,5,
391,10,
392,10,
393,10,
394,8,
395,10,
396,10,
397,8,
398,8,
399,8,
400,9,
401,8,
402,9,
403,7,
404,9,
405,10,
406,7,
407,10,
408,6,
409,9,
410,7,
411,10,
412,8,
413,9,
414,10,
415,10,
416,9,
417,10,
418,7,
419,7,
420,8,
421,8,
422,8,
423,10,
424,7,
425,10,
426,9,
427,10,
428,10,
429,9,
430,7,
431,9,
432,10,
433,9,
434,7,
435,8,
436,7,
437,10,
438,10,
439,3,
440,9,
441,8,
442,10,
443,9,
444,8,
445,10,
446,7,
447,10,
448,7,
449,4,
450,9,
451,9,
452,9,
453,10,
454,7,
455,8,
456,10,
457,8,
458,9,
459,8,
460,10,
461,9,
462,8,
463,9,
464,6,
465,9,
466,8,
467,5,
468,7,
469,10,
470,8,
471,9,
472,8,
473,9,
474,5,
475,5,
476,6,
477,7,
478,9,
479,7,
480,7,
481,8,
482,9,
483,9,
484,9,
485,10,
486,3,
487,9,
488,9,
489,8,
490,5,
491,9,
492,10,
493,10,
494,10,
495,9,
496,9,
497,9,
498,6,
499,10,
500,3,
501,8,
502,8,
503,8,
504,9,
505,9,
506,9,
507,9,
508,7,
509,9,
510,10,
511,9,
512,9,
513,10,
514,7,
515,9,
516,10,
517,9,
518,9,
519,4,
520,7,
521,9,
522,10,
523,9,
524,9,
525,8,
526,6,
527,8,
528,8,
529,5,
530,6,
531,10,
532,6,
533,9,
534,4,
535,9,
536,8,
537,8,
538,10,
539,8,
540,3,
541,10,
542,9,
543,8,
544,6,
545,9,
546,9,
547,10,
548,6,
549,9,
550,9,
551,9,
552,7,
553,9,
554,9,
555,7,
556,9,
557,10,
558,9,
559,5,
560,7,
561,7,
562,9,
563,9,
564,9,
565,9,
566,7,
567,10,
568,9,
569,8,
570,9,
571,9,
572,9,
573,9,
574,9,
575,9,
576,10,
577,5,
578,8,
579,10,
580,8,
581,9,
582,10,
583,9,
584,9,
585,9,
586,5,
587,10,
588,9,
589,10,
590,10,
591,9,
592,8,
593,10,
594,4,
595,10,
596,9,
597,9,
598,7,
599,8,
600,9,
601,10,
602,9,
603,10,
604,8,
605,4,
606,9,
607,9,
608,9,
609,7,
610,9,
611,9,
612,10,
613,8,
614,9,
615,9,
616,9,
617,9,
618,9,
619,10,
620,7,
621,8,
622,6,
623,7,
624,9,
625,9,
626,9,
627,8,
628,10,
629,7,
630,6,
631,8,
632,8,
633,1,영화 보기 전부터 이거 볼거 없겠다는 생각이 들었다.  여태까지 나온 임진왜란 영화 드라마 해상 전투장면 제대로 만든거 하나도 없었다.  이것도 마찬가지. 거기다 해상에서 백병전이라니 ㅡㅡ; 역사왜곡을 이렇게 하면 안된지. 어리숙한 어린애들은 영화보고 그게 사실인줄 안다. ㅡㅡ; 
634,7,
635,8,
636,10,
637,10,
638,10,
639,8,
640,9,
641,9,
642,9,
643,8,
644,9,
645,9,
646,7,
647,10,
648,8,
649,9,
650,7,
651,9,
652,7,
653,5,
654,8,
655,9,
656,9,
657,9,
658,9,
659,10,
660,9,
661,8,
662,3,
663,9,
664,9,
665,10,
666,10,
667,9,
668,9,
669,10,
670,10,
671,9,
672,8,
673,10,
674,8,
675,8,
676,9,
677,9,
678,9,
679,8,
680,4,
681,10,
682,9,
683,6,
684,9,
685,8,
686,10,
687,8,
688,9,
689,9,
690,10,
691,9,
692,9,
693,10,
694,8,
695,5,
696,9,
697,5,
698,6,
699,5,
700,9,
701,9,
702,9,
703,8,
704,5,
705,10,
706,9,
707,9,
708,9,
709,10,
710,10,
711,10,
712,8,
713,9,
714,9,
715,9,
716,8,
717,9,
718,9,
719,9,
720,9,
721,8,
722,8,
723,7,
724,9,
725,8,
726,9,
727,10,
728,9,
729,10,
730,10,
731,7,
732,9,
733,5,
734,9,
735,10,
736,10,
737,10,
738,9,
739,9,
740,9,
741,7,
742,7,
743,10,
744,7,
745,10,
746,8,
747,9,
748,7,
749,10,
750,9,
751,9,
752,10,
753,10,
754,9,
755,9,
756,9,
757,10,
758,9,
759,9,
760,10,
761,10,
762,9,
763,9,
764,10,
765,9,
766,10,
767,10,
768,10,
769,9,
770,9,
771,9,
772,8,
773,9,
774,9,
775,10,
776,9,
777,9,
778,9,
779,10,
780,9,
781,9,
782,9,
783,9,
784,9,
785,9,
786,9,
787,9,
788,9,
789,9,
790,9,
791,9,
792,9,
793,9,
794,9,
795,9,
796,9,
797,10,
798,9,
799,9,
800,9,
801,9,
802,9,
803,9,
804,9,
805,9,
806,9,
807,9,
808,9,
809,9,
810,10,
811,10,
812,10,
813,10,
814,8,
815,5,
816,3,
817,9,
818,7,
819,9,
820,9,
821,9,
822,9,
823,9,
824,9,
825,9,
826,9,
827,8,
828,7,
829,9,
830,9,
831,9,
832,7,
833,9,
834,9,
835,9,
836,9,
837,8,
838,9,
839,9,
840,9,
841,9,
842,9,
843,9,
844,10,
845,9,
846,9,
847,9,
848,7,
849,9,
850,9,
851,9,
852,8,
853,1,
854,10,
855,9,
856,10,
857,9,
858,9,
859,9,
860,9,
861,9,
862,9,
863,9,
864,7,
865,9,
866,9,
867,9,
868,9,
869,7,
870,8,
871,10,
872,6,
873,9,
874,9,
875,9,
876,9,
877,9,
878,9,
879,9,
880,9,
881,9,
882,9,
883,10,
884,10,
885,10,
886,9,
887,9,
888,9,
889,9,
890,9,
891,10,
892,9,
893,9,
894,10,
895,10,
896,8,
897,10,
898,10,
899,9,
900,9,
901,9,
902,9,
903,10,
904,9,
905,10,
906,10,
907,10,
908,9,
909,9,
910,9,
911,9,
912,10,
913,9,
914,9,
915,10,
916,9,
917,9,
918,9,
919,9,
920,9,
921,9,
922,9,
923,9,
924,9,
925,9,
926,9,
927,9,
928,9,
929,9,
930,9,
931,9,
932,9,
933,9,
934,9,
935,9,
936,9,
937,10,
938,10,
939,9,
940,9,
941,9,
942,9,
943,9,
944,9,
945,9,
946,9,
947,9,
948,10,
949,9,
950,9,
951,9,
952,10,
953,9,
954,9,
955,10,
956,10,
957,9,
958,10,
959,8,
960,6,
961,10,
962,9,
963,9,
964,9,
965,9,
966,7,
967,9,
968,10,
969,9,
970,7,
971,7,
972,9,
973,10,
974,9,
975,8,
976,7,
977,10,
978,10,
979,9,
980,9,
981,9,
982,9,
983,9,
984,9,
985,9,
986,9,
987,9,
988,9,
989,9,
990,10,
991,9,
992,10,
993,10,
994,10,
995,9,
996,9,
997,9,
998,7,
999,9,이순신 장군의 단순한 전기영화일거라 생각했지만 의외로 액션적 요소가 시선을 끌어당겼다. 영웅 성웅 그리고 전설적인 그분을 어떤 매체든 곧 다시 만날거라는 확신이 든다.
1000,10,
1001,10,
1002,8,
1003,9,
1004,9,
1005,7,
1006,10,
1007,9,
1008,7,
1009,10,
1010,9,
1011,9,
1012,9,
1013,9,
1014,9,
1015,7,
1016,9,
1017,9,
1018,7,
1019,9,
1020,9,
1021,9,
1022,9,
1023,9,
1024,6,
1025,9,
1026,9,
1027,8,
1028,9,
1029,9,
1030,9,
1031,9,
1032,7,
1033,9,
1034,10,
1035,9,
1036,7,
1037,9,
1038,9,
1039,9,
1040,9,
1041,7,
1042,9,
1043,9,
1044,7,
1045,10,
1046,9,
1047,9,
1048,9,
1049,8,
1050,10,
1051,9,
1052,6,
1053,9,
1054,10,
1055,9,
1056,9,
1057,7,
1058,9,
1059,7,
1060,9,
1061,7,
1062,7,
1063,9,
1064,7,
1065,7,
1066,9,
1067,7,
1068,8,
1069,9,
1070,9,
1071,10,
1072,6,"발고증, 왜곡 아니었으면 9점."
1073,9,
1074,10,
1075,9,
1076,10,
1077,9,
1078,8,
1079,10,
1080,7,"그냥 볼만한데,,, 평점이,,,넘 높네요.1700만이라,,,,,,"
1081,10,
1082,10,
1083,6,
1084,9,
1085,10,
1086,9,
1087,9,
1088,9,
1089,9,
1090,9,
1091,9,
1092,9,
1093,7,
1094,9,
1095,9,
1096,9,
1097,9,
1098,10,
1099,9,
1100,7,
1101,9,
1102,9,
1103,9,
1104,9,
1105,9,
1106,9,
1107,10,
1108,9,
1109,9,
1110,10,
1111,9,
1112,9,
1113,9,
1114,9,
1115,9,
1116,9,
1117,7,
1118,9,
1119,9,
1120,10,
1121,9,
1122,9,
1123,7,
1124,9,
1125,7,
1126,8,
1127,7,
1128,9,
1129,9,
1130,9,
1131,9,
1132,9,
1133,8,
1134,10,
1135,4,
1136,9,
1137,8,
1138,7,
1139,8,
1140,5,
1141,8,
1142,9,
1143,6,
1144,9,
1145,9,
1146,10,
1147,7,
1148,9,
1149,9,
1150,9,
1151,6,
1152,9,
1153,9,
1154,9,
1155,9,
1156,9,
1157,9,
1158,9,
1159,5,
1160,9,
1161,9,
1162,10,
1163,9,
1164,9,
1165,7,
1166,9,
1167,9,
1168,9,
1169,9,
1170,9,
1171,3,
1172,10,
1173,9,
1174,9,
1175,9,
1176,8,
1177,10,
1178,9,
1179,9,
1180,9,
1181,9,
1182,9,
1183,9,
1184,9,
1185,9,
1186,10,
1187,9,
1188,9,
1189,9,
1190,9,
1191,10,
1192,7,
1193,9,
1194,7,
1195,9,
1196,9,
1197,9,
1198,10,
1199,7,
1200,9,
1201,7,
1202,9,
1203,9,
1204,7,
1205,9,
1206,7,
1207,9,
1208,9,
1209,9,
1210,7,
1211,7,
1212,9,
1213,8,
1214,9,
1215,9,
1216,10,
1217,9,
1218,9,
1219,9,
1220,6,
1221,7,
1222,7,
1223,9,
1224,9,
1225,6,
1226,9,
1227,9,
1228,9,
1229,10,
1230,7,
1231,8,
1232,9,
1233,9,
1234,9,
1235,8,
1236,7,
1237,9,
1238,9,
1239,9,
1240,8,
1241,8,
1242,10,
1243,9,
1244,9,
1245,9,
1246,9,
1247,10,
1248,9,
1249,9,
1250,9,
1251,9,
1252,9,
1253,7,
1254,9,
1255,9,
1256,7,
1257,7,
1258,9,
1259,10,
1260,9,
1261,9,
1262,7,
1263,10,
1264,9,
1265,9,
1266,9,
1267,9,
1268,9,
1269,9,
1270,9,
1271,9,
1272,10,
1273,9,
1274,5,
1275,7,
1276,8,
1277,1,
1278,6,
1279,10,
1280,7,
1281,9,
1282,7,
1283,9,
1284,9,
1285,9,
1286,7,
1287,8,
1288,9,
1289,9,
1290,7,
1291,8,
1292,7,
1293,8,
1294,9,
1295,9,
1296,9,
1297,9,
1298,9,
1299,7,
1300,7,
1301,9,
1302,9,
1303,9,
1304,10,
1305,9,
1306,9,
1307,7,
1308,9,
1309,9,
1310,9,
1311,7,
1312,10,
1313,5,
1314,9,
1315,10,
1316,9,
1317,10,
1318,9,
1319,10,
1320,9,
1321,9,
1322,9,
1323,9,
1324,10,
1325,10,
1326,10,
1327,10,
1328,10,
1329,10,
1330,10,
1331,10,
1332,9,
1333,10,
1334,9,
1335,10,
1336,10,
1337,9,
1338,9,
1339,9,
1340,9,
1341,9,
1342,9,
1343,9,
1344,10,
1345,9,
1346,9,
1347,9,
1348,6,
1349,10,
1350,10,
1351,8,
1352,9,
1353,9,
1354,9,
1355,9,
1356,9,
1357,9,
1358,9,
1359,10,
1360,9,
1361,9,
1362,9,
1363,9,
1364,9,
1365,10,
1366,9,
1367,8,
1368,9,
1369,6,
1370,5,
1371,7,
1372,7,
1373,7,
1374,7,
1375,9,
1376,9,
1377,9,
1378,9,
1379,9,
1380,10,
1381,9,
1382,10,
1383,7,
1384,9,
1385,9,
1386,9,
1387,9,
1388,9,
1389,9,
1390,9,
1391,9,
1392,10,
1393,10,
1394,9,
1395,7,
1396,10,
1397,9,
1398,9,
1399,7,
1400,9,
1401,9,
1402,6,
1403,9,
1404,9,
1405,9,
1406,9,
1407,9,
1408,10,
1409,10,
1410,9,
1411,9,
1412,8,
1413,9,
1414,9,
1415,8,
1416,10,
1417,6,
1418,9,
1419,9,
1420,9,
1421,9,
1422,9,"웃음과 감동이 적절하게 조화된 영화, 관람내내 관객들의 몰입을 오랜만에 느낀 영화!!!"
1423,5,
1424,4,
1425,9,
1426,9,
1427,9,
1428,9,
1429,9,
1430,9,
1431,9,
1432,9,
1433,9,
1434,9,
1435,9,
1436,9,
1437,9,
1438,7,
1439,9,
1440,5,
1441,9,
1442,9,
1443,9,
1444,9,
1445,9,
1446,9,
1447,9,
1448,9,
1449,9,
1450,7,
1451,9,
1452,7,
1453,9,
1454,7,
1455,10,
1456,9,
1457,9,
1458,7,
1459,7,
1460,7,
1461,9,
1462,9,
1463,9,
1464,7,
1465,9,
1466,9,
1467,7,
1468,7,
1469,7,
1470,7,
1471,6,
1472,9,
1473,9,
1474,7,
1475,9,
1476,9,
1477,9,
1478,9,
1479,9,
1480,9,
1481,9,
1482,9,
1483,8,
1484,10,
1485,9,
1486,10,
1487,5,
1488,9,
